Trial ,Batch,Author,Year,Mean Age,Age Group,Paradigm,General Paradigm,General Paradigm 2,Stimuli Modality,Stimuli Domain,Pattern Type,Pattern Range,Test SL,General Test SL,SL Test Measure,Language Aspect,Language Test,Language Test Category,Language Test Category 2,Language Test Category 3,Language Related Disorder,Disorder Population,Sample Size,ES,SE,Fisher's Z,Fisher's SE
256,Ren,Granena (2013),2013,"29,46",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word Monitoring Task - non-agreement sentence type,Syntax,Syntax,Comprehension,TD,TD,50,-0.12,0.142259106,-0.120581028,0.145864992
258,Ren,Kidd and Kirjavainen (2011),2011,"5,167",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,DIfference score,Reaction time,Processing based,Processing,Past tense production - target verb type si-regular,Syntax,Syntax,Comprehension,TD,TD,124,0.028,0.090464766,0.028007321,0.090909091
259,Ren,Kidd and Kirjavainen (2011),2011,"5,167",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,DIfference score,Reaction time,Processing based,Processing,Past tense production - target verb type i-regular,Syntax,Syntax,Comprehension,TD,TD,124,0.072,0.090066409,0.072124804,0.090909091
260,Ren,Kidd and Kirjavainen (2011),2011,"5,167",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,DIfference score,Reaction time,Processing based,Processing,Past tense production - target verb type si-novel,Syntax,Syntax,Comprehension,TD,TD,124,0.037,0.090411803,0.037016898,0.090909091
261,Ren,Kidd and Kirjavainen (2011),2011,"5,167",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,DIfference score,Reaction time,Processing based,Processing,Past tense production - target verb type i-novel,Syntax,Syntax,Comprehension,TD,TD,124,0.039,0.090398041,0.039019791,0.090909091
262,Ren,Kidd and Kirjavainen (2011),2011,"5,167",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,DIfference score,Reaction time,Processing based,Processing,Past tense production - target verb type si-stem change,Syntax,Syntax,Comprehension,TD,TD,124,0.057,0.090241595,0.057061852,0.090909091
263,Ren,Kidd and Kirjavainen (2011),2011,"5,167",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,DIfference score,Reaction time,Processing based,Processing,Past tense production - target verb type i-stem change,Syntax,Syntax,Comprehension,TD,TD,124,-0.06,0.090209817,-0.060072156,0.090909091
264,Ren,Lee and Tomblin (2015),2015,"22,183",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,12-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,"Language composite scores (Token Test, PPVT-4, and Word Derivations)","Sentence comprehension, Receptive vocabulary, and Syntax",Comprehension,Comprehension,Persistent poor language abilities/Control,Mixed,48,0.2,0.141544278,0.202732554,0.149071199
265,Ren,Lee and Tomblin (2015),2015,"22,183",Adults,Distributional SL (Weather prediction task),TP Learning,TP Learning,Visual,Non-linguistic,Probability,Adjacent,Difference score,Forced choice test,Reflection based,Processing,"Language composite scores (Token Test, PPVT-4, and Word Derivations)","Sentence comprehension, Receptive vocabulary, and Syntax",Comprehension,Comprehension,Persistent poor language abilities/Control,Mixed,48,0.09,0.146247676,0.090244188,0.149071199
266,Ren,Lum and Kidd (2012),2012,"5,448",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Marchman et al.’s (1999) past tense production task - Regular past tense,Syntax,Syntax,Comprehension,TD,TD,58,0.095,0.132424605,0.095287349,0.134839973
267,Ren,Lum and Kidd (2012),2012,"5,448",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Marchman et al.’s (1999) past tense production task - Irregular past tense,Syntax,Syntax,Comprehension,TD,TD,58,-0.089,0.132572133,-0.089236113,0.134839973
268,Ren,Nigro et al. (2015),2015,"8,500",Children,AGL,AGL,AGL,Visual,Linguistic,Quadruplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Word reading task from the Test LEE - accuracy,Reading,Reading,Literacy,TD,TD,28,0.14,0.192272259,0.140925576,0.2
269,Ren,Nigro et al. (2015),2015,"8,500",Children,AGL,AGL,AGL,Visual,Linguistic,Quadruplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,2023,Reading,Reading,Literacy,TD,TD,28,0.12,0.193292063,0.120581028,0.2
270,Ren,Nigro et al. (2015),2015,"8,500",Children,AGL,AGL,AGL,Visual,Linguistic,Quadruplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Pseudoword Reading task from the Test LEE - accuracy,Reading,Reading,Literacy,TD,TD,28,0.1,0.194154974,0.100335348,0.2
271,Ren,Nigro et al. (2015),2015,"8,500",Children,AGL,AGL,AGL,Visual,Linguistic,Quadruplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Pseudoword Reading task from the Test LEE - speed,Reading,Reading,Literacy,TD,TD,28,0.11,0.19374313,0.110446916,0.2
272,Ren,Nigro et al. (2015),2015,"8,500",Children,AGL,AGL,AGL,Visual,Linguistic,Quadruplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Word Writing with Test Proesc,Orthography,Orthography,Literacy,TD,TD,28,0.44,0.158148051,0.472230804,0.2
273,Ren,Nigro et al. (2015),2015,"8,500",Children,AGL,AGL,AGL,Visual,Linguistic,Quadruplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Pseudoword Writing with Test Proesc,Orthography,Orthography,Literacy,TD,TD,28,0.08,0.194860992,0.080171325,0.2
274,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Woodcock Johnson III Test of Achievement -  Sentence Reading Fluency subtest,Reading,Reading,Literacy,TD,TD,36,0.03,0.171344236,0.030009005,0.174077656
275,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Identification,Reading,Reading,Literacy,TD,TD,36,-0.09,0.170109447,-0.090244188,0.174077656
276,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Attack from the Woodcock Reading Mastery Test  for nonword reading,Reading,Reading,Literacy,TD,TD,36,-0.17,0.166542276,-0.171666664,0.174077656
277,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Comprehensive Test of Phonological Processing,Phonology,Phonology,Phonology,TD,TD,36,-0.14,0.168137213,-0.140925576,0.174077656
278,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Woodcock Johnson III Test of Achievement -  Sentence Reading Fluency subtest,Reading,Reading,Literacy,TD,TD,36,0.18,0.165942031,0.181982689,0.174077656
279,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Identification,Reading,Reading,Literacy,TD,TD,36,0.49,0.130321775,0.536060337,0.174077656
280,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Word Attack from the Woodcock Reading Mastery Test  for nonword reading,Reading,Reading,Literacy,TD,TD,36,0.35,0.150490009,0.365443754,0.174077656
281,Ren,Qi et al. (2019),2019,"12,150",Children,Target detection,TP Learning,TP Learning,Auditory,Non-linguistic,Triplet,Adjacent,Reaction time,Reaction time,Processing based,Processing,Comprehensive Test of Phonological Processing,Phonology,Phonology,Phonology,TD,TD,36,0.26,0.159905281,0.266108407,0.174077656
282,Ren,Schmaltz et al. (2019),2019,"27,700",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,16 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Word reading fluency task (German),Reading,Reading,Literacy,TD,TD,84,-0.02,0.110387354,-0.020002667,0.111111111
283,Ren,Schmaltz et al. (2019),2019,"27,700",Adults,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,16 positional sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Nonword reading fluency task (German),Reading,Reading,Literacy,TD,TD,84,0.02,0.110387354,0.020002667,0.111111111
284,Ren,Schmaltz et al. (2019),2019,"27,700",Adults,AGL,AGL,AGL,Visual,Non-linguistic,Probability,Adjacent,Difference score,Recall,Reflection based,Acquisition,Word reading fluency task (German),Reading,Reading,Literacy,TD,TD,84,0.14,0.108267068,0.140925576,0.111111111
285,Ren,Schmaltz et al. (2019),2019,"27,700",Adults,AGL,AGL,AGL,Visual,Non-linguistic,Probability,Adjacent,Difference score,Recall,Reflection based,Acquisition,Nonword reading fluency task (German),Reading,Reading,Literacy,TD,TD,84,0.17,0.107240055,0.171666664,0.111111111
286,Ren,Shafto et al. (2012),2012,"1,117",Infants,Triplet learning,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Triplet,Adjacent,Difference score,Reaction time,Processing based,Acquisition,MacArthur-Bates CDI - Phrases Understood ,Comprehension,Comprehension,Comprehension,TD,TD,40,0.11,0.160258542,0.110446916,0.164398987
287,Ren,Shafto et al. (2012),2012,"1,117",Infants,Triplet learning,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Triplet,Adjacent,Difference score,Reaction time,Processing based,Acquisition,MacArthur-Bates CDI - Vocab Comprehension,Receptive Vocabularv,Vocabulary,Vocabulary,TD,TD,40,0.24,0.152877467,0.244774113,0.164398987
288,Ren,Shafto et al. (2012),2012,"1,117",Infants,Triplet learning,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Triplet,Adjacent,Difference score,Reaction time,Processing based,Acquisition,MacArthur-Bates CDI - Vocab Production,Expressive vocabulary,Vocabulary,Vocabulary,TD,TD,40,0.01,0.162205199,0.010000333,0.164398987
289,Ren,Speciale et al. (2004),2004,"31,500",Adults,Phonological sequencing learning,TP Learning,TP Learning,Visual,Linguistic,Duplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Second Language Vocabulary Acquisition: German Learning Receptive task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,38,0.45,0.132916667,0.484700279,0.169030851
290,Ren,Speciale et al. (2004),2004,"31,600",Adults,Phonological sequencing learning,TP Learning,TP Learning,Visual,Linguistic,Duplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,Second Language Vocabulary Acquisition: German Learning Productive task,Expressive vocabulary,Vocabulary,Vocabulary,TD,TD,38,0.46,0.1314,0.497311288,0.169030851
291,Ren,Speciale et al. (2004),2004,"31,700",Adults,Phonological sequencing learning,TP Learning,TP Learning,Visual,Linguistic,Duplet,Adjacent,2AFC,Forced choice test,Reflection based,Acquisition,English Lexical Decision task,Receptive vocabulary,Vocabulary,Vocabulary,TD,TD,38,0.04,0.1664,0.040021354,0.169030851
292,Ren,van der Kleij et al. (2019),2019,"11,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,6 positional sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized word reading task,Reading,Reading,Literacy,TD,TD,38,0.1,0.165,0.100335348,0.169030851
293,Ren,van der Kleij et al. (2019),2019,"11,000",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Spatial pattern,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized word reading task,Reading,Reading,Literacy,TD,TD,38,0.22,0.1586,0.223656109,0.169030851
294,Ren,van der Kleij et al. (2019),2019,"11,000",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,6 positional sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized pseudoword reading tasks,Reading,Reading,Literacy,TD,TD,38,-0.04,0.1664,-0.040021354,0.169030851
295,Ren,van der Kleij et al. (2019),2019,"11,000",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Spatial pattern,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized pseudoword reading tasks,Reading,Reading,Literacy,TD,TD,38,0.23,0.15785,0.234189467,0.169030851
296,Ren,van der Kleij et al. (2019),2019,"11,334",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,6 positional sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized word reading task,Reading,Reading,Literacy,Dyslexia,Clinical,74,0.004,0.117849245,0.004000021,0.118678166
297,Ren,van der Kleij et al. (2019),2019,"11,334",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Spatial pattern,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized word reading task,Reading,Reading,Literacy,Dyslexia,Clinical,74,0.004,0.117849245,0.004000021,0.118678166
298,Ren,van der Kleij et al. (2019),2019,"11,334",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,6 positional sequence,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized pseudoword reading tasks,Reading,Reading,Literacy,Dyslexia,Clinical,74,0.14,0.115541248,0.140925576,0.118678166
299,Ren,van der Kleij et al. (2019),2019,"11,334",Children,Spatial contextual cueing,TP Learning,TP Learning,Visual/Spatial,Non-linguistic,Spatial pattern,Adjacent,Reaction time,Reaction time,Processing based,Processing,Standardized pseudoword reading tasks,Reading,Reading,Literacy,Dyslexia,Clinical,74,-0.16,0.114834141,-0.161386696,0.118678166
300,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Standardized Dutch real words reading test,Reading,Reading,Literacy,TD,TD,50,-0.17,0.140166212,-0.171666664,0.145864992
301,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Standardized Dutch pseudowords reading test,Reading,Reading,Literacy,TD,TD,50,-0.26,0.134580348,-0.266108407,0.145864992
302,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Stadardized dictation test for Dutch spelling proficiency,Orthography,Orthography,Literacy,TD,TD,50,-0.12,0.142259106,-0.120581028,0.145864992
303,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automatized naming - letters,Phonology,Phonology,Phonology,TD,TD,50,0.29,0.132198778,0.298566264,0.145864992
304,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Rapid automatized naming - pictures of common objects,Phonology,Phonology,Phonology,TD,TD,50,0.17,0.140166212,0.171666664,0.145864992
305,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,SRTT,SRTT,Sequence learning,Visual/Spatial,Non-linguistic,10-item sequence,Adjacent,Difference score,Reaction time,Processing based,Processing,Non-word repetition task,Phonology,Phonology,Phonology,TD,TD,50,0.1,0.142894192,0.100335348,0.145864992
306,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Standardized Dutch real words reading test,Reading,Reading,Literacy,TD,TD,50,0.17,0.140166212,0.171666664,0.145864992
307,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Standardized Dutch pseudowords reading test,Reading,Reading,Literacy,TD,TD,50,0.08,0.143413807,0.080171325,0.145864992
308,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Stadardized dictation test for Dutch spelling proficiency,Orthography,Orthography,Literacy,TD,TD,50,-0.07,0.143630313,-0.070114671,0.145864992
309,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Rapid automatized naming - letters,Phonology,Phonology,Phonology,TD,TD,50,-0.04,0.144106627,-0.040021354,0.145864992
310,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Rapid automatized naming - pictures of common objects,Phonology,Phonology,Phonology,TD,TD,50,-0.08,0.143413807,-0.080171325,0.145864992
311,Ren,van Witteloostuijn et al. (2021),2020,"9,667",Children,Triplet learning,TP Learning,TP Learning,Visual,Non-linguistic,Triplet,Adjacent,3AFC,Forced choice test,Reflection based,Acquisition,Non-word repetition task,Phonology,Phonology,Phonology,TD,TD,50,0.2,0.138564065,0.202732554,0.145864992
